date,close,volume,open,high,low
2/10/17,178.68,2930498,177.37,178.8701,176.76
2/9/17,177.21,3090208,176.17,177.8,175.91
2/8/17,176.17,2912492,177.5,177.5,175.88
2/7/17,178.46,3859161,176,178.62,175.9
2/6/17,175.86,2650509,175.31,175.98,174.38
2/3/17,175.82,3306324,175,176.34,174.89
2/2/17,174.58,2619514,174.23,174.97,173.55
2/1/17,174.29,2795443,175,175.7025,172.89
1/31/17,174.52,4133448,175.05,175.58,173.61
1/30/17,175.8,4093251,176.98,177.07,174.5768
1/27/17,177.3,3482023,178.47,179.2,177.3
1/26/17,178.66,3062355,178.06,178.88,177.51
1/25/17,178.29,5917531,176.26,179.25,176.13
1/24/17,175.9,6947945,171.36,176,171.16
1/23/17,171.03,5432156,170.08,171.25,170.01
1/20/17,170.55,12605330,167.81,170.64,166
1/19/17,166.81,6726135,166.96,167.45,165.8
1/18/17,166.8,4005403,167.45,168.59,166.69
1/17/17,167.89,3315220,166.69,168.18,166.1201
1/13/17,167.34,2874625,167.97,168.48,166.875
1/12/17,167.95,2927951,167.77,168.01,165.56
1/11/17,167.75,3599412,166.05,167.76,165.6
1/10/17,165.52,4118192,167.98,168.09,165.34
1/9/17,167.65,3189410,169.47,169.8,167.62
1/6/17,169.53,2945459,168.69,169.92,167.52
1/5/17,168.7,2682176,169.25,169.39,167.26
1/4/17,169.26,3376634,167.77,169.87,167.36
1/3/17,167.19,2934107,167,167.87,166.01
12/30/16,165.99,2952198,166.44,166.7,165.5
12/29/16,166.6,1663140,166.02,166.99,166
12/28/16,166.19,1723593,167.29,167.74,166
12/27/16,167.14,1397392,166.98,167.98,166.85
12/23/16,166.71,1701208,167,167.49,166.45
12/22/16,167.06,2781138,167.36,168.23,166.58
12/21/16,167.33,3574850,166.25,167.94,165.25
12/20/16,167.6,2174492,167.49,168.25,166.45
12/19/16,166.68,2955862,166.83,167.26,166
12/16/16,166.73,7117018,168.97,169.11,166.06
12/15/16,168.02,3385177,168.01,169.85,167.78
12/14/16,168.51,4046752,168.37,169.89,167.45
12/13/16,168.29,5860952,165.68,169.952,165.68
12/12/16,165.5,3389243,166.72,166.79,165.07
12/9/16,166.52,3145182,165.18,166.72,164.6042
12/8/16,165.36,3262803,164.87,166,164.22
12/7/16,164.79,4434800,160.6,165.18,160.39
12/6/16,160.35,2858766,160.13,160.79,158.93
12/5/16,159.84,3446698,160.85,161.15,159.5875
12/2/16,160.02,2740532,159,160.29,158.41
12/1/16,159.82,4634638,161.95,162.195,158.3
11/30/16,162.22,4397775,163.35,163.8,162.21
11/29/16,163.53,3139540,164,164.41,163.03
11/28/16,164.52,4438710,163.2,164.66,162.7
11/25/16,163.14,1605344,161.83,163.19,161.83
11/23/16,161.98,2256035,161.94,162.38,161.3557
11/22/16,162.67,2770714,163,163,161.95
11/21/16,162.77,4633131,160.69,163,160.3697
11/18/16,160.39,2979264,159.8,160.72,159.21
11/17/16,159.8,2260909,159.22,159.93,158.85
11/16/16,159.29,2252655,158.46,159.55,158.03
11/15/16,158.67,3475578,158.42,159.15,157.55
11/14/16,158.21,5192889,161.25,161.86,157.58
11/11/16,161.27,4446510,159.97,161.34,159.33
11/10/16,160.22,7711608,157.66,161.16,157.59
11/9/16,154.81,5403573,152.96,155.56,151
11/8/16,155.17,3920344,154.56,155.93,153.06
11/7/16,155.72,3746609,153.99,156.11,153.84
11/4/16,152.43,2467966,152.4,153.64,151.87
11/3/16,152.37,2878718,152.51,153.74,151.8
11/2/16,151.95,3072611,152.48,153.345,151.67
11/1/16,152.79,3187660,153.5,153.91,151.74
10/31/16,153.69,3550358,152.76,154.33,152.76
10/28/16,152.61,3654444,154.05,154.44,152.18
10/27/16,153.35,4227704,152.82,154.06,152.02
10/26/16,151.81,2811314,150.71,152.94,150.255
10/25/16,150.88,2647416,150.69,151.16,149.83
10/24/16,150.57,2662724,150.4,151.52,150.4
10/21/16,149.63,4413601,150.58,151.15,149.56
10/20/16,151.52,4020780,151.28,152.9,151.02
10/19/16,151.26,4629444,151.27,152.45,150.83
10/18/16,150.72,12764180,150.02,151,147.79
10/17/16,154.77,5836054,154.45,155.89,154.34
10/14/16,154.45,4357890,154.47,155.53,154.09
10/13/16,153.72,2909898,153.7,154.22,152.27
10/12/16,154.29,2959700,154.97,154.97,153.08
10/11/16,154.79,2899603,156.73,156.95,153.89
10/10/16,157.02,2467856,156.71,158.49,156.655
10/7/16,155.67,2668385,157.14,157.7,154.86
10/6/16,156.88,1949931,156.84,157.43,155.89
10/5/16,157.08,1684298,157.07,157.83,156.72
10/4/16,156.46,2884146,157.67,158.53,155.82
10/3/16,157.61,2227749,158.06,158.37,157.02
9/30/16,158.85,3596878,158.9,159.838,158.06
9/29/16,158.11,3372183,158.63,165,157.46
9/28/16,158.29,3309408,156.99,158.625,156.23
9/27/16,156.77,2983602,154.32,156.77,153.81
9/26/16,153.98,2533325,154.46,154.46,153.46
9/23/16,154.98,2692083,155.62,156.04,154.71
9/22/16,156.11,2690905,156.15,157.22,155.69
9/21/16,155.53,2473895,154.91,155.68,153.87
9/20/16,154.45,2159092,155.87,156.57,154.45
9/19/16,154.87,2448148,154.87,156.19,154.55
9/16/16,153.84,6429919,155.04,155.4,153.47
9/15/16,155.66,3656413,154.3,156.33,153.21
9/14/16,154.05,3858076,155.7,155.87,153.39
9/13/16,155.81,3631768,157.63,157.93,155.5
9/12/16,158.29,4366853,155.26,158.53,154.84
9/9/16,155.69,5080266,158.03,158.4,155.65
9/8/16,159,3928085,160.55,161.21,158.76
9/7/16,161.64,2866127,160.19,161.76,160
9/6/16,160.35,2994041,159.88,160.86,159.11
9/2/16,159.55,2313289,159.88,160.57,159.15
9/1/16,159.54,2351932,158.32,159.62,158.1
8/31/16,158.88,2321269,159.66,159.66,158.26
8/30/16,159.4,1808553,159.76,160.15,158.81
8/29/16,159.72,2475853,158.83,160.21,158.5
8/26/16,158.32,2498903,158.88,160.44,157.85
8/25/16,158.63,2575023,159,159.54,158.42
8/24/16,159.05,3618469,159.89,160.18,158.32
8/23/16,160.26,2838137,160.33,161.34,160.23
8/22/16,160,2038851,160,160.57,159.13
8/19/16,160.04,2733579,160.84,160.91,159.52
8/18/16,161.36,3650651,160.89,162,160.4401
8/17/16,160.44,3225919,160.97,161.16,159.84
8/16/16,160.7,2208382,161.11,161.93,160.69
8/15/16,161.88,2967957,162.4,162.97,161.78
8/12/16,161.95,2542495,163.19,163.46,161.52
8/11/16,163.53,8768582,162.25,164.95,162.18
8/10/16,162.08,2417982,162.19,162.66,161.955
8/9/16,161.77,2734106,162.22,162.772,161.645
8/8/16,162.04,3039081,162.73,163.27,161.58
8/5/16,163.5,3811638,162,163.51,161.57
8/4/16,161.55,2476730,160.86,161.7,160.12
8/3/16,160.67,2861558,160.13,160.86,159.8
8/2/16,160.58,3078620,161.27,161.4499,160.36
8/1/16,161.45,2819141,160.65,161.65,159.84
7/29/16,160.62,3547292,161.36,161.67,160.03
7/28/16,161.37,2337914,161.38,161.81,160.71
7/27/16,161.83,2162675,162.12,162.57,161.18
7/26/16,162.12,2891300,162.65,163.6,161.37
7/25/16,162.65,2737628,162,162.88,161.75
7/22/16,162.07,2519776,160.78,162.17,160.479
7/21/16,160.45,4045682,160.75,161.85,159.89
7/20/16,161.36,4373009,159.97,161.71,159.6
7/19/16,159.58,7118788,161.78,162.14,157.89
7/18/16,159.86,6561873,159.3,160.75,158.73
7/15/16,159.78,4470663,159.9,159.98,158.5
7/14/16,160.28,4636668,158.81,161.4,158.58
7/13/16,158.02,2744622,157.75,158.34,157.06
7/12/16,157.04,3842709,156,157.12,155.52
7/11/16,155.33,2779343,154.6,156.04,154.5
7/8/16,154.46,3040393,154,154.6,153.08
7/7/16,152.6,2138421,152.75,153.6891,151.89
7/6/16,152.37,2569393,151.85,152.41,149.92
7/5/16,151.68,2462590,151.19,152,150.76
7/1/16,152.35,2658279,152.19,152.97,151.4
6/30/16,151.78,3966570,148.86,151.91,148.67
6/29/16,148.46,3367419,146.5,148.48,146.45
6/28/16,145.7,3995730,144.78,145.73,144.22
6/27/16,143.5,5146095,146.18,146.6,142.5
6/24/16,146.59,9060752,149.97,150.61,146.18
6/23/16,155.35,3963004,153.45,155.48,152.6
6/22/16,152.92,2833364,153.75,154.71,152.27
6/21/16,154.05,2760232,154.16,154.5689,153.69
6/20/16,153.61,3571998,152.6,154.67,152.52
6/17/16,151.99,4659807,150.96,152.72,150.6044
6/16/16,151.06,2427715,150.19,151.295,149
6/15/16,150.68,2257369,151.46,151.7925,150.6
6/14/16,151.06,2864498,151.28,151.79,150.4
6/13/16,151.28,3607008,151.63,152.5,150.28
6/10/16,152.37,3120260,152.79,153.3299,151.86
6/9/16,153.42,2021596,152.92,153.76,152.73
6/8/16,154,2933075,153.53,154.09,153.04
6/7/16,153.33,4462506,153.31,153.93,152.66
6/6/16,152.73,2374643,153.09,153.95,152.34
6/3/16,152.89,2328054,152.4,153.04,151.7
6/2/16,153.5,2642401,152.59,153.5,152.12
6/1/16,152.51,2659517,153,153.27,151.54
5/31/16,153.74,5836207,152.56,153.81,152.27
5/27/16,152.84,2457037,152.35,152.93,152.15
5/26/16,152.44,3060248,151.55,152.51,151.05
5/25/16,151.69,4355296,148.93,152.09,148.5001
5/24/16,148.31,2921065,146.88,148.75,146.88
5/23/16,146.77,2103633,147.61,147.95,146.66
5/20/16,147.25,3578195,145.71,147.51,145.55
5/19/16,144.93,3678430,146.48,146.93,143.955
5/18/16,147.34,2488491,147.99,148.52,146.36
5/17/16,148,3490024,149.21,149.5,147.29
5/16/16,149.46,3062237,147.65,149.99,147.44
5/13/16,147.72,2394248,148.79,149.86,147.42
5/12/16,148.84,3249032,149.21,149.39,147.11
5/11/16,148.95,3088984,149.71,151.09,148.74
5/10/16,149.97,3992259,148.24,150.04,147.74
5/9/16,147.34,4301025,147.7,148.2,147.01
5/6/16,147.29,4893580,144.86,147.97,144.47
5/5/16,146.47,6500438,145.95,147.3,145.45
5/4/16,144.25,2576763,143.36,145,143.31
5/3/16,144.13,3584261,144.65,144.9,142.9
5/2/16,145.27,3502422,146.56,147,144.43
4/29/16,145.94,4223936,146.49,147.34,144.191
4/28/16,147.07,3791053,149.75,150.18,146.725
4/27/16,150.47,3110399,149.35,150.78,148.97
4/26/16,149.08,2978954,148.65,149.79,147.9
4/25/16,148.81,2846737,148.16,148.9,147.11
4/22/16,148.5,5191602,149.44,151,147.5
4/21/16,149.3,6014381,146.58,150.12,146.46
4/20/16,146.11,6749461,144.24,147.2,144
4/19/16,144,13187000,146.47,146.95,142.61
4/18/16,152.53,6309128,151.75,153.14,151.49
4/15/16,151.72,3657048,151.04,152.1,150.96
4/14/16,151.16,3176285,151.5,152.76,150.38
4/13/16,151.23,3167729,150.75,151.23,149.63
4/12/16,149.63,3592828,149.61,150.11,148.58
4/11/16,149.25,3844766,150.26,151.95,149.22
4/8/16,149.35,3293512,149.06,149.99,148.12
4/7/16,148.25,3662508,149.07,149.6,148
4/6/16,150.02,4194265,149.9,150.15,147.81
4/5/16,150,3336922,151.43,151.6,149.65
4/4/16,152.07,3904536,152.34,153.52,151.91
4/1/16,152.52,3921036,150.51,152.96,150.25
3/31/16,151.45,6778508,149.79,153.1,149.36
3/30/16,148.41,3329639,149.95,150.41,148.32
3/29/16,149.33,3138438,147.59,149.76,147.5
3/28/16,148.4,3264984,147.75,148.65,147.23
3/24/16,147.95,5043602,144.98,148.22,144.49
3/23/16,145.4,4763922,148,148.03,145.13
3/22/16,148.1,4079715,148.06,149.28,147.84
3/21/16,148.63,3721458,147.3,148.71,146.7201
3/18/16,147.09,12088090,147.4,147.51,145.51
3/17/16,147.04,5821136,144.78,147.32,144.45
3/16/16,144.79,4221031,142.62,144.88,142.11
3/15/16,142.96,3687331,141.74,143.33,141.54
3/14/16,142.78,4047564,142.01,143.19,141.04
3/11/16,142.36,4418790,141.73,142.9236,140.51
3/10/16,140.19,4019924,141.24,141.47,138.09
3/9/16,140.41,4402656,139.31,142.17,139.23
3/8/16,139.07,5575635,139.71,140.35,137.42
3/7/16,140.15,5165269,137.28,140.51,136.8718
3/4/16,137.8,3968423,137.535,139.42,137.02
3/3/16,137.8,5150065,137.22,137.9602,136.07
3/2/16,136.3,5214679,133.7,137.44,133.22
3/1/16,134.37,3786753,132.24,134.64,132.03
2/29/16,131.03,4427070,132,133.36,130.9
2/26/16,132.03,4385699,134.51,134.92,131.95
2/25/16,134.5,4355009,133.29,134.51,130.88
2/24/16,132.8,4119457,131.55,133.49,129.68
2/23/16,132.4,3437358,133.14,133.41,132.01
2/22/16,133.77,4456242,133.84,134.31,132.41
2/19/16,133.08,5122341,132.36,133.65,130.84
2/18/16,132.45,9948776,130,134,129.75
2/17/16,126.1,4820819,123.71,126.57,123.25
2/16/16,122.74,4061016,121.83,123.09,121.34
2/12/16,121.04,4935186,119.26,121.05,118.35
2/11/16,117.85,7304306,118.78,119.66,116.901
2/10/16,120.19,6456270,125,125.29,119.84
2/9/16,124.07,5956116,126.12,126.93,123.77
2/8/16,126.98,7363878,126,127.51,124.13
2/5/16,128.57,7176748,127.22,128.64,125.85
2/4/16,127.65,5263233,125.08,128.5,125
2/3/16,124.72,6223424,123.99,125.4499,122.29
2/2/16,122.94,3287216,123.67,124.14,122.64
2/1/16,124.83,3571590,124.4,125.29,123.71
1/29/16,124.79,8246145,123.28,124.79,122.96
1/28/16,122.22,3942527,121.26,122.83,121.01
1/27/16,120.96,5016159,122.73,123.37,120.65
1/26/16,122.59,4614411,122.25,123.61,122.24
1/25/16,122.08,5442719,122.1,124.23,121.64
1/22/16,122.5,9237925,124.67,124.74,121.77
1/21/16,122.91,8851281,121.3,125.1,120.5751
1/20/16,121.86,16157470,118.46,123.99,118
1/19/16,128.11,9834476,130.11,132.1,128.06
1/15/16,130.03,8976154,130.01,130.88,128.87
1/14/16,132.91,5708406,131.93,133.79,131.22
1/13/16,131.17,4692792,133.5,134.2799,131.1
1/12/16,132.9,5075282,133.65,133.78,131.13
1/11/16,133.23,4970242,131.81,133.82,131.76
1/8/16,131.63,4758257,133.18,133.816,131.32
1/7/16,132.86,7023888,133.7,135.02,132.43
1/6/16,135.17,4306874,134.38,135.58,133.62
1/5/16,135.85,3924783,136.76,136.89,134.8501
1/4/16,135.95,5219709,135.6,135.97,134.24
12/31/15,137.62,3461424,139.07,139.1,137.57
12/30/15,139.34,2985717,139.58,140.44,139.22
12/29/15,139.78,3943676,138.25,140.06,138.2
12/28/15,137.61,3139777,137.74,138.045,136.54
12/24/15,138.25,1495226,138.43,138.88,138.11
12/23/15,138.54,5164909,138.3,139.305,138.11
12/22/15,137.93,4263538,135.88,138.19,135.65
12/21/15,135.5,5595538,135.83,135.83,134.02
12/18/15,134.9,9991752,136.41,136.96,134.27
12/17/15,136.75,4088762,139.35,139.5,136.3075
12/16/15,139.29,4342627,139.12,139.65,137.79
12/15/15,137.79,4234341,137.4,138.97,137.28
12/14/15,135.93,5139876,135.31,136.14,134.02
12/11/15,134.57,5331017,135.23,135.44,133.91
12/10/15,136.78,4221668,137.03,137.85,135.7201
12/9/15,136.61,4614971,137.38,139.84,136.23
12/8/15,138.05,3904753,138.28,139.06,137.53
12/7/15,139.55,3279280,140.16,140.41,138.81
12/4/15,140.43,4567252,138.09,141.02,137.99
12/3/15,138.92,5904111,140.1,140.73,138.19
12/2/15,139.7,3717357,140.93,141.21,139.5
12/1/15,141.28,4189424,139.58,141.4,139.58
11/30/15,139.42,4481989,138.61,139.9,138.52
11/27/15,138.46,1415840,138,138.81,137.21
11/25/15,138,3238166,138.37,138.43,137.375
11/24/15,138.6,3407553,137.65,139.34,137.31
11/23/15,138.46,5137820,138.53,138.87,137.12
11/20/15,138.5,5174850,137.37,138.915,137.25
11/19/15,136.74,4753303,136.21,137.7355,136.01
11/18/15,135.82,4135085,134.79,135.91,134.26
11/17/15,133.82,2801192,134.22,134.82,133.31
11/16/15,133.71,4165133,131.79,134.09,131.79
11/13/15,131.75,4582895,132.95,133,131.65
11/12/15,133.04,4697877,134.7,134.7,133.01
11/11/15,135.02,3164095,136.09,136.2,134.5
11/10/15,135.47,4448658,135.36,135.735,134.12
11/9/15,135.31,8068693,137.92,138.08,134.88
11/6/15,138.25,4736805,138.6,139.55,137.87
11/5/15,139.89,5089561,141.61,142.38,139.63
11/4/15,141.63,3516890,142.55,142.65,141.3
11/3/15,141.88,4349317,140.02,142.8,139.9
11/2/15,140.37,3822205,140.5,140.5165,139.57
10/30/15,140.08,3975336,140.44,141.33,139.9
10/29/15,140.55,3703215,140.36,140.82,139.0201
10/28/15,140.83,8502681,137.92,141.23,137.5
10/27/15,137.86,14997830,143.51,143.83,137.33
10/26/15,143.66,3485906,144.75,145,143.21
10/23/15,144.68,5363390,144.61,145.49,143.7
10/22/15,144.09,5568059,141.74,145.07,141.62
10/21/15,140.92,7124230,140.25,142.66,139.3
10/20/15,140.64,15973290,142.49,142.88,140.27
10/19/15,149.22,7784210,149.85,149.97,148.38
10/16/15,150.39,3477632,150.45,151.2,149.26
10/15/15,150.09,3475724,150.91,151.24,148.58
10/14/15,150.01,3348472,149.6,150.65,149.02
10/13/15,149.62,3915682,150.78,150.78,149.18
10/12/15,151.14,3225252,152.4,152.58,150.85
10/9/15,152.39,3531007,152.46,153.147,151.27
10/8/15,152.28,4781062,149.69,153.019,149.29
10/7/15,150.09,2986110,150.04,150.73,148.8565
10/6/15,148.78,3011246,149.06,150.15,148.49
10/5/15,149.04,5127784,145.82,149.8925,145.82
10/2/15,144.58,3053628,141.05,144.59,140.56
10/1/15,143.59,3876222,145.31,145.67,141.59
9/30/15,144.97,3943084,143.69,145.71,143.66
9/29/15,142.47,4763509,141.99,142.66,141.1501
9/28/15,142.52,4314456,144.42,145.38,142.47
9/25/15,145.42,3465167,145.55,146.27,144.53
9/24/15,144.41,3266646,142.6,145.07,141.95
9/23/15,143.66,2674220,144.21,144.57,142.75
9/22/15,144.43,3557686,144.62,145.06,143.7699
9/21/15,146.48,3824258,145.39,146.98,144.92
9/18/15,144.51,7939583,146.05,146.385,143.98
9/17/15,148.14,3959184,148.1,149.68,147.3
9/16/15,148.41,2799222,147.84,148.89,147.54
9/15/15,147.53,2713661,146.6,147.93,145.76
9/14/15,145.65,3220004,147.37,147.37,145.41
9/11/15,147.37,3113803,145.91,147.5,145.67
9/10/15,146.2,3458854,145.85,147.16,144.51
9/9/15,145.05,3399297,148.74,149.04,144.85
9/8/15,147.23,3919644,145.86,147.34,145.66
9/4/15,143.7,4192876,144.57,145.4,143.32
9/3/15,146.78,3595764,146.05,148.03,145.77
9/2/15,145.05,4250688,144.74,145.08,143.18
9/1/15,142.68,5267687,144.91,144.98,141.85
8/31/15,147.89,4083861,147.38,148.4,146.26
8/28/15,147.98,4061510,147.75,148.2,147.18
8/27/15,148.54,4792185,148.5,148.97,145.66
8/26/15,146.7,6197128,144.09,146.98,142.14
8/25/15,140.96,6898457,146.94,147.11,140.62
8/24/15,143.47,10186520,143.47,147.76,142.32
8/21/15,148.85,7344606,151.5,153.19,148.7
8/20/15,152.66,3981843,152.74,153.91,152.5
8/19/15,153.94,4203777,155.15,155.67,153.41
8/18/15,156.01,2018032,155.51,156.52,155.25
8/17/15,156.31,2243551,155.2,156.69,154.7
8/14/15,155.75,3222424,155,156.21,154.58
8/13/15,155.07,2533318,156.06,156.09,154.3171
8/12/15,156.16,3621923,154.26,156.52,153.95
8/11/15,155.51,3158019,155.96,155.99,154.86
8/10/15,156.75,4610586,156.77,157.4652,156.12
8/7/15,155.12,3794472,155.89,156.25,154.335
8/6/15,156.32,3004487,157.13,157.54,156.18
8/5/15,157.9,3469300,159.1,159.54,157.48
8/4/15,157.6,5253212,158.4,158.82,156.87
8/3/15,158.71,4611807,161.7,161.85,157.9
7/31/15,161.99,3580225,161.4,162.06,160.63
7/30/15,160.96,1994600,160.5,161.4,159.75
7/29/15,161.09,3376951,160,161.5,159.39
7/28/15,160.05,2720720,159.91,160.19,158.5
7/27/15,159.07,3705475,159,160.18,158.6
7/24/15,159.75,3770407,161.29,161.93,159.41
7/23/15,161.73,5028356,160.27,162.75,159.83
7/22/15,160.35,7173079,162.73,163.0695,159.7
7/21/15,163.07,13727110,164.34,166.35,162.02
7/20/15,173.22,7251305,172.79,173.78,172.14
7/17/15,172.51,4346777,170.33,172.52,170.1
7/16/15,171,3529424,169.47,171.09,169.16
7/15/15,168.53,1997729,168.48,169.27,168
7/14/15,168.61,3021166,169.43,169.54,168.24
7/13/15,169.38,4225488,167.93,169.89,167.52
7/10/15,166.95,4538349,165.66,167.4,165.515
7/9/15,163.85,4199088,165.34,165.51,163.7
7/8/15,163.16,2776271,164,164.94,162.68
7/7/15,165,3549861,164.94,165.35,162.2317
7/6/15,164.73,3077410,163.83,165.23,163.52
7/2/15,165.09,2851396,165.05,165.32,164.42
7/1/15,164.49,3214437,163.97,165.61,163.6
6/30/15,162.66,3597257,163.99,164,162.12
6/29/15,162.97,3313914,163.92,165.35,162.89
6/26/15,165.46,8925498,166.23,166.8116,165.23
6/25/15,166.08,2408705,167.8,168.13,166.08
6/24/15,166.97,3548079,168.71,168.84,166.8301
6/23/15,168.62,3700989,168.38,169.97,167.573
6/22/15,167.73,2335796,167.65,168.34,167.2
6/19/15,166.99,7015534,167.62,168.42,166.77
6/18/15,168.25,3330764,167.05,168.72,167.05
6/17/15,167.17,2862993,167,167.8476,166.1
6/16/15,166.84,3249752,166.33,167.4,165.91
6/15/15,166.26,4242795,165.33,166.44,164.25
6/12/15,166.99,3062125,168.23,168.3,166.69
6/11/15,168.78,3463893,169.26,170.44,168.54
6/10/15,168.92,4680002,166.49,169.39,166.06
6/9/15,165.68,3394390,165.34,166.02,163.37
6/8/15,165.34,3758676,167.17,167.28,165.02
6/5/15,167.4,3100401,168.25,168.9103,167.2
6/4/15,168.38,3076991,169.53,170.6,167.93
6/3/15,169.92,2131031,170.5,171.5601,169.63
6/2/15,169.65,2571662,169.66,170.45,168.43
6/1/15,170.18,2982367,170.21,171.04,169.03
5/29/15,169.65,4075576,171.35,171.35,169.65
5/28/15,171.71,1731347,171.45,171.84,170.66
5/27/15,172,2764328,171.16,172.48,170.49
5/26/15,170.13,3841937,172.11,172.12,169.13
5/22/15,172.22,2849142,173.04,173.39,172.19
5/21/15,173.34,2293645,173.32,174.14,173.035
5/20/15,173.76,2300693,173.33,174.44,172.46
5/19/15,173.48,2522984,172.97,173.75,171.93
5/18/15,173.06,1930206,173.44,173.49,172.3
5/15/15,173.26,2916087,173.91,174.41,172.6
5/14/15,174.05,2438669,173.5,174.4,173.22
5/13/15,172.28,2457170,171.24,172.74,170.75
5/12/15,170.55,2954387,170.55,171.4899,168.84
5/11/15,171.12,2657123,172.65,172.99,170.86
5/8/15,172.68,3092479,172.94,173.33,172.24
5/7/15,170.99,2472627,169.63,171.98,169.04
5/6/15,170.05,3610295,172.9,174.05,168.86
5/5/15,173.08,3593415,173.51,174.23,171.96
5/4/15,173.97,4023794,174.47,176.3,173.7
5/1/15,173.67,3311743,173.2,174,172.42
4/30/15,171.29,5058348,173.77,174.28,170.3
4/29/15,174.4,4515143,173.4,175.1303,172.8
4/28/15,173.92,5814978,170.83,174.69,170.02
4/27/15,170.73,3166588,170.89,171.49,170.3
4/24/15,169.78,3887859,170.23,170.85,168.74
4/23/15,170.24,8226707,165.23,171.91,165.14
4/22/15,165.36,4022236,164.39,166,162.89
4/21/15,164.26,9681557,166.07,167.38,164.05
4/20/15,166.16,9572126,162.1,166.64,161.9
4/17/15,160.67,4308880,161.75,161.86,160.03
4/16/15,163.13,3130813,163.31,163.98,162.54
4/15/15,164.13,3495848,162.63,164.96,162.5
4/14/15,162.3,2716418,162.42,162.7352,160.79
4/13/15,162.38,3868071,162.37,164,162.36
4/10/15,162.86,2511035,162.34,163.33,161.25
4/9/15,162.34,2263480,161.7,162.47,160.72
4/8/15,161.85,2521583,161.72,163.55,161.01
